"created_on","provincia","partido","rooms","surface_total","surface_covered","price","currency","title","property_type","operation_type","lat","long"
"202005","GBA","Tigre",3,91,91,58000,"ARS","NORDELTA - PORTEZUELO - PRAIA 100","Departamento","Alquiler",-58.65195073,-34.40544714
"202005","CABA","Comuna 7",3,98,90,28500,"ARS","Enorme depto de 3amb   dep - ¡Super Luminoso!","Departamento","Alquiler",-58.465073,-34.6293639
"202005","GBA","Lanús",3,58,58,18500,"ARS","DEPTO 3 AMB EN SEMIPISO A ESTRENAR EN LANUS - AV QUINDIMIL 900","Departamento","Alquiler",-58.400529154,-34.6910488219
"202005","CABA","Comuna 1",3,100,90,45000,"ARS","Arroyo y Suipacha - Lindisimo - Vista verde - Cochera- Seg","Departamento","Alquiler",-58.3790738,-34.5921884
"202005","CABA","Comuna 14",3,70,65,60000,"ARS","Ruggieri y Cerviño Torre Las Plazas","Departamento","Alquiler",-58.4071252,-34.5804126
"202005","CABA","Comuna 14",4,128,120,55000,"ARS","Republica Arabe Siria y Libertador","Departamento","Alquiler",-58.4119079,-34.5779782
"202005","CABA","Comuna 2",3,65,65,28000,"ARS","Regio departamento de 3 ambientes en Palermo. Excelente ubicación. Bajas expensas!","Departamento","Alquiler",-58.4084064,-34.5932257
"202005","CABA","Comuna 14",4,110,100,45000,"ARS","R de la India, increible vista, balcon, techos altos!","Departamento","Alquiler",-58.4169252,-34.5814313
"202005","CABA","Comuna 14",3,120,110,45000,"ARS","Semipiso de 3 Amb con escritorio y dependencia (o 4 Ambientes c/dep)- Palermo Chico","Departamento","Alquiler",-58.4058702,-34.5780641
"202005","CABA","Comuna 14",3,120,110,75000,"ARS","VALOR PAQUETE c/Expensas y ABL incluidos  3 Amb con escritorio o 4 Ambientes - Palermo Chico","Departamento","Alquiler",-58.4058702,-34.5780641
"202005","CABA","Comuna 14",3,73,61,37000,"ARS","3 Ambientes en ALQUILER en Palermo","Departamento","Alquiler",-58.4343015,-34.5746694
"202005","GBA","Quilmes",3,70,70,21000,"ARS","ALQUILER DEPTO 3 AMB 2º PISO SIN EXP! EN  SARMIENTO Y ALEM","Departamento","Alquiler",-58.2525382,-34.7214686
"202005","GBA","La Plata",3,40,40,11000,"ARS","Departamento - La Plata","Departamento","Alquiler",-57.9304343295,-34.9155506928
"202005","GBA","La Plata",3,64,58,25000,"ARS","Departamento de Categoria - La Plata - Alquiler","Departamento","Alquiler",-57.9544785,-34.9148396
"202005","GBA","La Plata",3,48,45,12000,"ARS","Departamento - La Plata","Departamento","Alquiler",-57.9410773348,-34.9120491699
"202005","CABA","Comuna 1",4,149,149,33000,"ARS","Uruguay y Juncal, piso alto -  cochera","Departamento","Alquiler",-58.3873196,-34.5946808
"202005","CABA","Comuna 14",3,72,66,29900,"ARS","Recoleta: Ocampo y Cabello: Excelente 3 Ambientes con dependencias y balcon al contrafrente con vista abierta y al Rio","Departamento","Alquiler",-58.4047098,-34.5824614
"202005","CABA","Comuna 6",3,74,64,32000,"ARS","Departamento 3 ambientes en Caballito","Departamento","Alquiler",-58.451088,-34.6303438
"202005","GBA","San Isidro",3,185,87,47000,"ARS","Venta Departamento 3 amb Sucre al 2800 San Isidro","Departamento","Alquiler",-58.5557456,-34.4713957
"202005","GBA","Vicente López",3,81,75,48000,"ARS","Departamento en alquiler en torre de categoría, en Vicente López.","Departamento","Alquiler",-58.4859179,-34.5206434
"202005","GBA","Lomas de Zamora",3,76,70,25000,"ARS","Departamento - Lomas de Zamora Oeste","Departamento","Alquiler",-58.3982523,-34.7670521
"202005","CABA","Comuna 7",4,140,110,42000,"ARS","Granaderos 800 - PH 4 amb - terraza propia - sin expensas","PH","Alquiler",-58.4635485,-34.6181195
"202005","GBA","Pilar",4,165,165,40000,"ARS","MIERES Propiedades- Casa en alquiler en La Casualidad","Casa","Alquiler",-58.8719176,-34.4552474
"202005","GBA","Tigre",4,200,200,120000,"ARS","Casa - Benavidez","Casa","Alquiler",-58.7130444,-34.4111253
"202005","GBA","Tigre",3,102,102,58000,"ARS","NORDELTA - PORTEZUELO - PRAIA 100","Departamento","Alquiler",-58.65336694,-34.40470357
"202005","CABA","Comuna 10",4,110,110,30000,"ARS","Excelente Departamento en alquiler","Departamento","Alquiler",-58.4780318325,-34.6279511699
"202005","CABA","Comuna 1",6,180,180,45000,"ARS","Muy buen departamento, impecable cerca de Cancilleria, Plaza San Martin, cochera!","Departamento","Alquiler",-58.3790467946,-34.5941348479
"202005","CABA","Comuna 1",6,200,190,48000,"ARS","Muy buen departamento, impecable cerca de Cancilleria, Plaza San Martin, cochera!","Departamento","Alquiler",-58.3790456704,-34.5941899892
"202005","CABA","Comuna 14",8,237,237,55000,"ARS","Impecable departamento en Palermo Chico","Departamento","Alquiler",-58.3982508,-34.5807389
"202005","CABA","Comuna 14",4,93,84,43000,"ARS","Amplio 4 Amb con dep   cochera y baulera!!","Departamento","Alquiler",-58.4389102,-34.5750943
"202005","CABA","Comuna 13",4,125,125,50000,"ARS","depto en alquiler 4 ambiente c dependencia y cochera en belgrano","Departamento","Alquiler",-58.4545677,-34.5596602
"202005","CABA","Comuna 1",4,155,145,85000,"ARS","Elegante semipiso en plaza Pellegrini con cochera.","Departamento","Alquiler",-58.3844478,-34.5910138
"202005","CABA","Comuna 1",6,180,180,35000,"ARS","IMPECABLE DEPTO CON COCHERA - PISO ALTO, LUZ! CANCILLERIA","Departamento","Alquiler",-58.3793099,-34.5940412
"202005","CABA","Comuna 1",4,148,148,55000,"ARS","Parera y Alvear- Piso alto, silencioso, en excelente depto, cochera, seg 24hs","Departamento","Alquiler",-58.3861339,-34.5915222
"202005","CABA","Comuna 12",6,131,120,45000,"ARS","Avalos y Juramento- Edificio de categoria, cochera, sum, pileta. IMPECABLE","Departamento","Alquiler",-58.4830658,-34.578244
"202005","CABA","Comuna 1",7,233,224,80000,"ARS","Parera y Alvear- coch-seg-piso alto","Departamento","Alquiler",-58.3853185085,-34.5910275955
"202005","CABA","Comuna 2",4,120,120,42000,"ARS","Lindo duplex, super de Luminoso, con cochera a una cuadra de Avda. del Libertador.","Departamento","Alquiler",-58.3874359,-34.5874793
"202005","GBA","San Isidro",7,320,320,160000,"ARS","Casa - Las Lomas-Horqueta","Casa","Alquiler",-58.5751827363,-34.4782557067
"202005","GBA","La Plata",9,100,100,30000,"ARS","Casa - La Plata","Casa","Alquiler",-57.9520121586,-34.9047273975
"202005","CABA","Comuna 10",2,66,40,125000,"USD","Nazarre 6100 Villa Real PH 2amb U$125.000","PH","Venta",-58.527805,-34.624627
"202005","GBA","Pilar",2,60,60,62000,"USD","Departamento - Pilar","Departamento","Venta",-58.9248298228,-34.448162036
"202005","GBA","Pilar",2,47,43,110000,"USD","Pilar, Vilahaus, Departamento 2 ambientes en venta","Departamento","Venta",-58.7966105,-34.433759
"202005","GBA","Tigre",2,48,48,95300,"USD","Departamento - Tigre","Departamento","Venta",-58.5711236,-34.4246778
"202005","GBA","Tigre",2,87,49,121094,"USD","CASTAÑOS | La Balconada - 2 ambientes PB en venta !!!!","Departamento","Venta",-58.6458182982,-34.4364353781
"202005","GBA","Tigre",2,87,49,117461,"USD","CASTAÑOS | La Balconada - 2 ambientes PB en venta !!!!","Departamento","Venta",-58.6458182982,-34.4364353781
"202005","GBA","Tigre",2,75,60,180000,"USD","Departamento en  Venta 70 mts2 Marinas Golf  Tigre","Departamento","Venta",-58.6268494005,-34.404170514
"202005","GBA","Tigre",2,51,51,99300,"USD","Departamento - Tigre","Departamento","Venta",-58.5711236,-34.4246778
"202005","GBA","Tigre",2,116,49,133460,"USD","CASTAÑOS | La Balconada - 2 ambientes PB en venta !!!!","Departamento","Venta",-58.6458182982,-34.4364353781
"202005","GBA","Tigre",2,68,49,126657,"USD","CASTAÑOS | La Balconada - 2 ambientes PB en venta !!!!","Departamento","Venta",-58.6458182982,-34.4364353781
"202005","CABA","Comuna 13",2,63,48,170000,"USD","LUMINOSO DEPARTAMENTO CON PATIO Y BALCON !","Departamento","Venta",-58.4614626,-34.545571
"202005","CABA","Comuna 5",2,44,44,139000,"USD","Departamento de 2 ambientes en Venta en Almagro","Departamento","Venta",-58.4140878,-34.6032618
"202005","CABA","Comuna 2",2,56,56,138000,"USD","Departamento de 2 ambientes en Venta en Almagro","Departamento","Venta",-58.4151790385,-34.5984570024
"202005","CABA","Comuna 3",2,26,26,65000,"USD","Departamento de 2 ambientes en Venta en Almagro","Departamento","Venta",-58.4040257,-34.613313
"202005","CABA","Comuna 3",2,72,72,69900,"USD","Departamento de 2 ambientes en Venta en Almagro","Departamento","Venta",-58.4118100335,-34.607155139
"202005","CABA","Comuna 5",2,65,53,122000,"USD","Departamento de 2 ambientes en Venta en Almagro","Departamento","Venta",-58.41904,-34.604827
"202005","CABA","Comuna 5",2,53,46,189221,"USD","Departamento de 2 ambientes en Venta en Almagro","Departamento","Venta",-58.41797,-34.60381
"202005","CABA","Comuna 12",2,50,50,145000,"USD","Dos ambientes- A.Profesional","Departamento","Venta",-58.480931,-34.55963
"202005","CABA","Comuna 9",2,58,55,128000,"USD","LINIERS: Excelente Unidad de 2 Ambientes a ESTRENAR","Departamento","Venta",-58.5172492,-34.6438877
"202005","CABA","Comuna 14",2,33,33,95000,"USD","Departamento de 2 ambientes en Venta en Palermo","Departamento","Venta",-58.4287258448,-34.5938126478
"202005","CABA","Comuna 14",2,45,45,250000,"USD","Venta Exclusivo complejo Torres Mirabilia 2 ambientes!","Departamento","Venta",-58.4320205,-34.5820305
"202005","CABA","Comuna 2",1,43,38,118938,"USD","Palermo.Unidades A Estrenar.","Departamento","Venta",-58.4113165,-34.5965829
"202005","CABA","Comuna 14",2,76,46,242700,"USD","Departamento de 2 ambientes en Venta en Palermo","Departamento","Venta",-58.4201224,-34.5880071
"202005","CABA","Comuna 2",1,43,38,129750,"USD","Palermo.Unidades A Estrenar.","Departamento","Venta",-58.4113165,-34.5965829
"202005","CABA","Comuna 14",2,56,56,115000,"USD","PALERMO SOHO, 2 AMBIENTES A ESTRENAR CON AMENITIES","Departamento","Venta",-58.4294417,-34.5933111
"202005","CABA","Comuna 14",2,40,37,120000,"USD","PALERMO, VALOR ACTUALIZADO Excelente  dos ambientes con balcon al contrafrente, Venta, Palermo","Departamento","Venta",-58.4265317,-34.5780655
"202005","CABA","Comuna 15",2,52,46,159000,"USD","Departamento de 2 ambientes en Venta en Palermo","Departamento","Venta",-58.4422322,-34.5933706
"202005","CABA","Comuna 14",2,58,50,260000,"USD","IMPECABLE SEMIPISO DE 2 AMBIENTES CON BALCÓN, COCHERA Y AMENITIES EN PALERMO HOLLYWOOD.","Departamento","Venta",-58.4372807,-34.5766191
"202005","CABA","Comuna 2",1,81,56,223163,"USD","Palermo.Unidades A Estrenar.","Departamento","Venta",-58.4113165,-34.5965829
"202005","CABA","Comuna 2",1,29,29,91200,"USD","Palermo.Unidades A Estrenar.","Departamento","Venta",-58.4113165,-34.5965829
"202005","CABA","Comuna 2",1,43,38,108125,"USD","Palermo.Unidades A Estrenar.","Departamento","Venta",-58.4113165,-34.5965829
"202005","CABA","Comuna 2",1,37,32,101475,"USD","Palermo.Unidades A Estrenar.","Departamento","Venta",-58.4113165,-34.5965829
"202005","CABA","Comuna 2",2,71,52,204450,"USD","Palermo.Unidades A Estrenar.","Departamento","Venta",-58.4113165,-34.5965829
"202005","CABA","Comuna 14",2,44,41,124000,"USD","BARRIO NORTE: REBAJADO: EXCELENTE 2 AMBIENTES AL CONTRAFRENTE CON BALCON","Departamento","Venta",-58.4265317,-34.5780655
"202005","CABA","Comuna 2",1,34,29,103350,"USD","Palermo.Unidades A Estrenar.","Departamento","Venta",-58.4113165,-34.5965829
"202005","CABA","Comuna 2",1,29,29,95475,"USD","Palermo.Unidades A Estrenar.","Departamento","Venta",-58.4113165,-34.5965829
"202005","CABA","Comuna 2",1,43,38,125425,"USD","Palermo.Unidades A Estrenar.","Departamento","Venta",-58.4113165,-34.5965829
"202005","CABA","Comuna 14",2,52,47,203750,"USD","Departamento de 2 ambientes en Venta en Palermo","Departamento","Venta",-58.4201224,-34.5880071
"202005","CABA","Comuna 2",1,27,27,90953,"USD","Palermo.Unidades A Estrenar.","Departamento","Venta",-58.4113165,-34.5965829
"202005","CABA","Comuna 14",2,52,47,207000,"USD","Departamento de 2 ambientes en Venta en Palermo","Departamento","Venta",-58.4201224,-34.5880071
"202005","CABA","Comuna 2",2,56,56,138000,"USD","Departamento de 2 ambientes en Venta en Palermo","Departamento","Venta",-58.4151790385,-34.5984570024
"202005","CABA","Comuna 2",1,34,29,86925,"USD","Palermo.Unidades A Estrenar.","Departamento","Venta",-58.4113165,-34.5965829
"202005","CABA","Comuna 14",2,39,36,105000,"USD","PALERMO: VALOR ACTUALIZADO, MUY BUEN 2 AMBIENTES AMPLIO Y COMODO EN 7º PISO CON BALCON ","Departamento","Venta",-58.4225692767,-34.5912066579
"202005","CABA","Comuna 2",1,37,32,84870,"USD","Palermo.Unidades A Estrenar.","Departamento","Venta",-58.4113165,-34.5965829
"202005","GBA","Quilmes",2,48,43,110000,"USD","Departamento de 2 ambientes con cochera apto crédito. Pte. Perón Nº 1448.","Departamento","Venta",-58.2734360789,-34.7332119436
"202005","GBA","Quilmes",2,42,42,115000,"USD","Departamento de 2 ambientes con cochera en Quilmes Centro. Venta.","Departamento","Venta",-58.2562351,-34.7245906
"202005","CABA","Comuna 13",1,33,30,79200,"USD","MOOD Amenabar- En construcción- Moderno y cómodo","Departamento","Venta",-58.4426101671,-34.5747621247
"202005","CABA","Comuna 13",3,56,51,189000,"USD","11 de Septiembre y La Pampa- Venta 3 ambientes reciclado impecable en Barrancas de Belgrano","Departamento","Venta",-58.4486217,-34.5622638
"202005","CABA","Comuna 13",1,42,40,169000,"USD","En venta a estrenar monoambiente 42 m2 apto profesional edificio AAA","Departamento","Venta",-58.4566864,-34.5620844
"202005","CABA","Comuna 14",2,47,41,112900,"USD","ESPECTACULARES DEPARTAMENTOS 2 AMBIENTES EN EL LIMITE ENTRE BELGRANO Y PALERMO","Departamento","Venta",-58.4416277,-34.5754283
"202005","CABA","Comuna 10",2,47,47,83000,"USD","Departamento de 2 ambientes en Venta en Floresta","Departamento","Venta",-58.4864421463,-34.6353246856
"202005","CABA","Comuna 15",2,43,37,67000,"USD","Departamento de 2 ambientes en Venta en Paternal","Departamento","Venta",-58.4662313124,-34.5938938763
"202005","CABA","Comuna 2",2,44,41,124000,"USD","RECOLETA: REBAJADO: EXCELENTE 2 AMBIENTES AL CONTRAFRENTE CON BALCON","Departamento","Venta",-58.4045468,-34.5914415
"202005","CABA","Comuna 2",2,30,30,115000,"USD","Dos ambientes en muy buen edificio! Seguridad 24hs, apto profesional","Departamento","Venta",-58.3863624307,-34.5879839883
"202005","CABA","Comuna 12",2,76,38,165000,"USD","Departamento 2 ambientes en venta con terraza. Saavedra","Departamento","Venta",-58.4746433688,-34.5499424592
"202005","CABA","Comuna 3",2,42,42,97000,"USD","Departamento de 2 ambientes en Venta en Balvanera","Departamento","Venta",-58.395567,-34.609836
"202005","CABA","Comuna 3",1,38,35,64999,"USD","VENTA departamento 1 amb c/balcón al frente A MTS DE AV RIVADAVIA","Departamento","Venta",-58.398851,-34.611134
"202005","CABA","Comuna 6",2,33,33,129000,"USD","Departamento de 2 ambientes en Venta en Caballito","Departamento","Venta",-58.4431194061,-34.6093076981
"202005","CABA","Comuna 6",2,50,47,135000,"USD","Departamento de 2 ambientes en Venta en Caballito","Departamento","Venta",-58.4431194061,-34.6093076981
"202005","CABA","Comuna 15",1,32,30,78000,"USD","Venta APTO CREDITO dpto 1 amb APTO PROFESIONAL con patio","Departamento","Venta",-58.4504962755,-34.5875287326
"202005","CABA","Comuna 1",2,27,27,57000,"USD","Piedras 600 Monserrat 2amb U$57.000","Departamento","Venta",-58.377434,-34.6151771
"202005","CABA","Comuna 1",2,36,36,98000,"USD","Hermoso dos ambientes en San Telmo","Departamento","Venta",-58.3698148,-34.6122123
"202005","CABA","Comuna 1",2,72,42,175000,"USD","Departamento - San Telmo","Departamento","Venta",-58.3722402037,-34.6284721479
"202005","GBA","Avellaneda",2,50,47,58000,"USD","Departamento en Sarandi en venta!","Departamento","Venta",-58.3528138,-34.679552
"202005","GBA","Avellaneda",1,25,25,35000,"USD","Monoambiente en Avellaneda Centro apto profesional al frente!","Departamento","Venta",-58.3702579,-34.6588626495
"202005","GBA","Avellaneda",1,32,32,55000,"USD","Departamento en Wilde en venta","Departamento","Venta",-58.3182126,-34.7006474
"202005","CABA","Comuna 14",1,33,30,79200,"USD","MOOD Amenabar- En construcción- Moderno y cómodo","Departamento","Venta",-58.4416277,-34.5754283
"202005","CABA","Comuna 14",2,51,49,140000,"USD","Alegre y cómodo 2 ambientes en Cañitas, luminoso y con balcón!","Departamento","Venta",-58.4337177363,-34.5679146839
"202005","CABA","Comuna 10",1,38,35,61000,"USD","Live Monte Castro / Benito Juarez 2262 DEPARTAMENTO MONO AMBIENTE en 7 Piso","Departamento","Venta",-58.5058262,-34.620674
"202005","CABA","Comuna 10",2,49,46,79000,"USD","OPORTUNIDAD! Live Monte Castro / Benito Juarez 2262 DEPARTAMENTO 2 amb Loft en 4 Piso","Departamento","Venta",-58.5058262,-34.620674
"202005","CABA","Comuna 10",1,40,35,65000,"USD","OPORTUNIDAD!! Live Monte Castro / Benito Juarez 2262 DEPARTAMENTO MONO AMBIENTE en 6 Piso","Departamento","Venta",-58.5058262,-34.620674
"202005","CABA","Comuna 10",1,38,35,61000,"USD","OPORTUNIDAD PAGO EN EFECTIVO! Live Monte Castro / Benito Juarez 2262 DEPARTAMENTO MONO AMBIENTE en 5 Piso","Departamento","Venta",-58.5058262,-34.620674
"202005","CABA","Comuna 10",2,56,47,89000,"USD","OPORTUNIDAD Live Monte Castro / Benito Juarez 2262 DEPARTAMENTO 2 amb en 2 Piso","Departamento","Venta",-58.5058262,-34.620674
"202005","CABA","Comuna 10",1,40,35,71000,"USD","Live Monte Castro / Benito Juarez 2262 DEPARTAMENTO MONO AMBIENTE en 6 Piso","Departamento","Venta",-58.5058262,-34.620674
"202005","CABA","Comuna 15",2,36,36,95000,"USD","Departamento de 2 ambientes en Venta en Villa crespo","Departamento","Venta",-58.4337832025,-34.6026569175
"202005","CABA","Comuna 15",2,89,61,175428,"USD","Departamento de 2 ambientes en Venta en Villa crespo","Departamento","Venta",-58.4485090173,-34.5985289492
"202005","CABA","Comuna 6",2,46,42,96000,"USD","Departamento de 2 ambientes en Venta en Villa crespo","Departamento","Venta",-58.459977842,-34.606995651
"202005","CABA","Comuna 15",2,57,50,149000,"USD","2 amb. - 57m2 totales - Villa Crespo","Departamento","Venta",-58.4390506,-34.598759
"202005","CABA","Comuna 15",2,45,45,83000,"USD","Departamento de 2 ambientes en Venta en Villa crespo","Departamento","Venta",-58.4422684269,-34.5944893935
"202005","CABA","Comuna 15",2,40,36,69322,"USD","Departamento de 2 ambientes en Venta en Villa crespo","Departamento","Venta",-58.4485090173,-34.5985289492
"202005","CABA","Comuna 15",2,40,36,72877,"USD","Departamento de 2 ambientes en Venta en Villa crespo","Departamento","Venta",-58.4485090173,-34.5985289492
"202005","CABA","Comuna 15",2,52,46,160000,"USD","Departamento de 2 ambientes en Venta en Villa crespo","Departamento","Venta",-58.4422322,-34.5933706
"202005","CABA","Comuna 15",2,37,37,80000,"USD","Departamento de 2 ambientes en Venta en Villa crespo","Departamento","Venta",-58.4336412821,-34.601207603
"202005","CABA","Comuna 15",2,40,36,76432,"USD","Departamento de 2 ambientes en Venta en Villa crespo","Departamento","Venta",-58.4485090173,-34.5985289492
"202005","CABA","Comuna 15",2,66,54,125000,"USD","Departamento de 2 ambientes en Venta en Villa crespo","Departamento","Venta",-58.4346996174,-34.6008673348
"202005","CABA","Comuna 1",2,69,65,244997,"USD","DEPTO 2 AMBIENTES  AMPLIO EN PUERTO MADERO","Departamento","Venta",-58.364968,-34.6200229
"202005","CABA","Comuna 12",2,52,35,155000,"USD","Excelente departamento en venta con cochera","Departamento","Venta",-58.4828331,-34.5735872
"202005","GBA","Vicente López",2,121,71,180000,"USD","Hermoso departamento 2 ambientes a estrenar","Departamento","Venta",-58.4825472,-34.5354585
"202005","GBA","Vicente López",3,87,70,267797,"USD","EMPRENDIMIENTO VICENTE LOPEZ – LUQ LIBERTADOR – 3 AMB. 87 M2 – AV.LIBERTADOR 602","Departamento","Venta",-58.4709302,-34.5286049
"202005","GBA","Vicente López",1,60,40,150000,"USD","Hermoso departamento monoambiente divisible a estrenar","Departamento","Venta",-58.4825472,-34.5354585
"202005","GBA","Vicente López",2,48,45,165117,"USD","VENTA DEPARTAMENTO POZO– VTE.LOPEZ -  LIBERTADOR LUQ- AV.  LIBERTADOR 602 – 9º","Departamento","Venta",-58.4709302,-34.5286049
"202005","GBA","Vicente López",2,48,45,153345,"USD","VENTA DEPARTAMENTO POZO – VTE.LOPEZ- LIBERTADOR LUQ- AV.  LIBERTADOR 602 – 4º","Departamento","Venta",-58.4709302,-34.5286049
"202005","GBA","Vicente López",2,48,45,170068,"USD","VENTA DEPARTAMENTO POZO– VTE.LOPEZ -  LIBERTADOR LUQ- AV.  LIBERTADOR 602 – 11º","Departamento","Venta",-58.4709302,-34.5286049
"202005","GBA","Vicente López",2,33,32,100000,"USD","Departamento 2 ambientes en Olivos","Departamento","Venta",-58.4781514,-34.5087274
"202005","CABA","Comuna 11",2,39,35,85000,"USD","Excelente departamento de 2 ambientes al contrafrente","Departamento","Venta",-58.4926129,-34.6044798
"202005","CABA","Comuna 11",2,45,40,100000,"USD","Departamento - Villa del Parque","Departamento","Venta",-58.4786813,-34.6100706
"202005","CABA","Comuna 11",2,47,45,95000,"USD","Departamento dos ambientes al frente con balcón.","Departamento","Venta",-58.4893371693,-34.6019593244
"202005","GBA","General San Martín",2,63,43,99500,"USD","Departamento 2 ambientes a estrenar con patio en Villa Ballester","Departamento","Venta",-58.5571336,-34.5484729
"202005","CABA","Comuna 2",3,60,60,165000,"USD","Depto.tipo casa de 3 ambientes en Venta en Almagro","PH","Venta",-58.414028431,-34.5990413617
"202005","CABA","Comuna 6",3,51,51,129000,"USD","Depto.tipo casa de 3 ambientes en Venta en Caballito","PH","Venta",-58.44007359,-34.6150845636
"202005","CABA","Comuna 15",3,85,85,240000,"USD","Depto.tipo casa de 3 ambientes en Venta en Villa crespo","PH","Venta",-58.4456301801,-34.6001771221
"202005","GBA","La Plata",3,550,60,45000,"USD","138 entre 73 y 74. Casa  de 2 dormitorios en venta, Los Hornos","Casa","Venta",-57.9586297106,-34.9617603118
"202005","GBA","La Plata",2,256,102,120000,"USD","Excelente casa 2 plantas","Casa","Venta",-57.9199944,-34.9326738
"202005","GBA","La Plata",3,70,70,49500,"USD","Casa venta 2 dormitorios y 70 mts 2 cubiertos-EN CONSTRUCCIÓN - Villa Parque Sicardi","Casa","Venta",-57.86887458,-34.9961153103
"202005","GBA","San Isidro",4,110,94,188000,"USD","DUPLEX DE 4 AMBIENTES EN VICENTE LOPEZ","Casa","Venta",-58.5359973,-34.5185742
"202005","GBA","Pilar",3,83,76,210000,"USD","Pilar, Vilahaus, Departamento 3 ambientes en venta","Departamento","Venta",-58.7966105,-34.433759
"202005","GBA","Pilar",3,83,75,220000,"USD","Pilar, Vilahaus, Departamento 3 ambientes en venta","Departamento","Venta",-58.7966105,-34.433759
"202005","GBA","Tigre",3,115,85,330000,"USD","Departamento 3 ambientes con vista al río. Loft de la Bahía Nordelta","Departamento","Venta",-58.6503020937,-34.3959502339
"202005","GBA","Tigre",3,88,77,240000,"USD","Departamento 3 ambientes Planta Baja Cochera cubierta Piscina. Chateau Nordelta.","Departamento","Venta",-58.6583652413,-34.4238834114
"202005","GBA","Tigre",3,88,77,240000,"USD","Departamento 3 ambientes con jardín y pileta propia. Chateau Nordelta.","Departamento","Venta",-58.6590576819,-34.4231259472
"202005","GBA","Tigre",3,107,78,165000,"USD","Duplex en Lago escondido. Nordelta.","Departamento","Venta",-58.6770169,-34.412264
"202005","CABA","Comuna 7",3,88,80,310000,"USD","Excelente departamento a estrenar zona flores","Departamento","Venta",-58.4593638,-34.6225471
"202005","GBA","Morón",3,64,52,130000,"USD","Departamento - Villa Sarmiento - 3 Amb. con Patio y Cochera Cubierta propia","Departamento","Venta",-58.5769534725,-34.6362940903
"202005","GBA","Morón",3,70,70,125000,"USD","Departamento de tres ambientes en Morón. Con cochera.","Departamento","Venta",-58.6182173,-34.653998
"202005","CABA","Comuna 5",3,102,78,195000,"USD","Departamento de 3 ambientes en Venta en Almagro","Departamento","Venta",-58.4314348643,-34.6029420834
"202005","CABA","Comuna 5",3,74,69,196000,"USD","Venta 3 Ambientes Almagro Balcon Amenities","Departamento","Venta",-58.4242553,-34.6038403
"202005","CABA","Comuna 2",3,93,85,252000,"USD","Departamento de 3 ambientes en Venta en Almagro","Departamento","Venta",-58.407373074,-34.59886108
"202005","CABA","Comuna 2",3,99,99,240001,"USD","Departamento de 3 ambientes en Venta en Almagro","Departamento","Venta",-58.4158336,-34.5979343
"202005","CABA","Comuna 2",3,83,80,240001,"USD","Departamento de 3 ambientes en Venta en Almagro","Departamento","Venta",-58.415341,-34.598362
"202005","CABA","Comuna 5",3,78,70,184000,"USD","Departamento de 3 ambientes en Venta en Almagro","Departamento","Venta",-58.4301434,-34.6013644
"202005","CABA","Comuna 12",3,78,73,295000,"USD","COGHLAN A ESTRENAR   Excelentes  3 amb. al frente con cochera y baulera","Departamento","Venta",-58.4715658,-34.5601594
"202005","CABA","Comuna 12",3,90,90,245000,"USD","Balcón Terraza c/parrilla- Al Frente","Departamento","Venta",-58.480931,-34.55963
"202005","CABA","Comuna 9",3,58,55,126000,"USD","LINIERS: Excelente  3 Ambientes a ESTRENAR","Departamento","Venta",-58.5172492,-34.6438877
"202005","CABA","Comuna 14",3,96,84,295000,"USD","Arevalo y Santa Fe - 3 ambientes con balcón corrido - reciclado a nuevo - IMPECABLE","Departamento","Venta",-58.4346857,-34.5761129
"202005","CABA","Comuna 14",3,58,58,163001,"USD","Departamento de 3 ambientes en Venta en Palermo","Departamento","Venta",-58.4224198,-34.5899668
"202005","CABA","Comuna 2",3,90,82,265000,"USD","Departamento de 3 ambientes en Venta en Palermo","Departamento","Venta",-58.4014712986,-34.5899051842
"202005","CABA","Comuna 14",3,98,88,190000,"USD","DEPTO EN ESQUINA - ZONA BOTÁNICO","Departamento","Venta",-58.4213465,-34.5835232
"202005","CABA","Comuna 14",3,192,115,444900,"USD","Cabello y Bulnes, PH con Gran Patio parrilla, 115mts cub","Departamento","Venta",-58.4057531,-34.5823801
"202005","CABA","Comuna 14",3,66,58,179000,"USD","PALERMO: Muy buen Semipiso de 3 Ambientes con dependencias y balcón al contrafrente","Departamento","Venta",-58.4191317,-34.5887248
"202005","GBA","Quilmes",3,80,75,190000,"USD","Venta. Departamento de 3 amb. en excelente ubicación. Alvear al 300. Quilmes.","Departamento","Venta",-58.2588537,-34.7167747
"202005","GBA","Quilmes",3,85,74,170000,"USD","Semipiso de 3 ambientes con cochera a la venta. Quilmes.","Departamento","Venta",-58.2665997,-34.734138
"202005","CABA","Comuna 13",3,72,69,139000,"USD","amplio departamento de 3 ambientes","Departamento","Venta",-58.4572684,-34.5558962
"202005","CABA","Comuna 13",3,100,68,305000,"USD","Venta a estrenar en Belgrano! Hermoso 3 ambientes con balcón terraza en edificio de categoría full amenities","Departamento","Venta",-58.4460762148,-34.558682133
"202005","CABA","Comuna 13",3,100,68,335000,"USD","Belgrano Venta a estrenar! Hermoso 3 ambientes con balcón terraza y cochera en edificio de categoría full amenities","Departamento","Venta",-58.4460762148,-34.558682133
